id_organomar,ponto,ambiente,matriz,campanha,latitude,longitude,grupo,unidade,analito,concentracao_padronizada
om5393,P12,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.762,-35.099,DDTs,ng_g_ps,pp_DDT,0.28
om5394,P13,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.783,-35.097,DDTs,ng_g_ps,pp_DDT,0
om5401,P10,Estuário e Manguezal,Sedimento,Agosto/2022,-8.788,-35.105,DDTs,ng_g_ps,pp_DDT,0
om5402,P9,Estuário e Manguezal,Sedimento,Agosto/2022,-8.784,-35.106,DDTs,ng_g_ps,pp_DDT,0
om5421,P1,Estuário e Manguezal,Sedimento,Agosto/2022,-8.672,-35.13,DDTs,ng_g_ps,op_DDD,0
om5422,P2,Estuário e Manguezal,Sedimento,Agosto/2022,-8.638,-35.085111,DDTs,ng_g_ps,op_DDD,0
om5423,P3,Estuário e Manguezal,Sedimento,Agosto/2022,-8.651,-35.085192,DDTs,ng_g_ps,op_DDD,0
om5424,P4,Estuário e Manguezal,Sedimento,Agosto/2022,-8.682,-35.114,DDTs,ng_g_ps,op_DDD,0
om5425,P5,Estuário e Manguezal,Sedimento,Agosto/2022,-8.683,-35.102,DDTs,ng_g_ps,op_DDD,0
om5426,P6,Estuário e Manguezal,Sedimento,Agosto/2022,-8.727,-35.096,DDTs,ng_g_ps,op_DDD,0
om5392,P11,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.766,-35.093,DDTs,ng_g_ps,op_DDD,0
om5393,P12,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.762,-35.099,DDTs,ng_g_ps,op_DDD,0
om5394,P13,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.783,-35.097,DDTs,ng_g_ps,op_DDD,0
om5401,P10,Estuário e Manguezal,Sedimento,Agosto/2022,-8.788,-35.105,DDTs,ng_g_ps,op_DDD,0
om5402,P9,Estuário e Manguezal,Sedimento,Agosto/2022,-8.784,-35.106,DDTs,ng_g_ps,op_DDD,0
om5421,P1,Estuário e Manguezal,Sedimento,Agosto/2022,-8.672,-35.13,DDTs,ng_g_ps,pp_DDD,1
om5422,P2,Estuário e Manguezal,Sedimento,Agosto/2022,-8.638,-35.085111,DDTs,ng_g_ps,pp_DDD,0
om5423,P3,Estuário e Manguezal,Sedimento,Agosto/2022,-8.651,-35.085192,DDTs,ng_g_ps,pp_DDD,0
om5424,P4,Estuário e Manguezal,Sedimento,Agosto/2022,-8.682,-35.114,DDTs,ng_g_ps,pp_DDD,0.13
om5425,P5,Estuário e Manguezal,Sedimento,Agosto/2022,-8.683,-35.102,DDTs,ng_g_ps,pp_DDD,0
om5426,P6,Estuário e Manguezal,Sedimento,Agosto/2022,-8.727,-35.096,DDTs,ng_g_ps,pp_DDD,0
om5392,P11,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.766,-35.093,DDTs,ng_g_ps,pp_DDD,0
om5393,P12,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.762,-35.099,DDTs,ng_g_ps,pp_DDD,0
om5394,P13,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.783,-35.097,DDTs,ng_g_ps,pp_DDD,0
om5401,P10,Estuário e Manguezal,Sedimento,Agosto/2022,-8.788,-35.105,DDTs,ng_g_ps,pp_DDD,0
om5402,P9,Estuário e Manguezal,Sedimento,Agosto/2022,-8.784,-35.106,DDTs,ng_g_ps,pp_DDD,0
om5421,P1,Estuário e Manguezal,Sedimento,Agosto/2022,-8.672,-35.13,DDTs,ng_g_ps,op_DDE,0
om5422,P2,Estuário e Manguezal,Sedimento,Agosto/2022,-8.638,-35.085111,DDTs,ng_g_ps,op_DDE,0
om5423,P3,Estuário e Manguezal,Sedimento,Agosto/2022,-8.651,-35.085192,DDTs,ng_g_ps,op_DDE,0
om5424,P4,Estuário e Manguezal,Sedimento,Agosto/2022,-8.682,-35.114,DDTs,ng_g_ps,op_DDE,0
om5425,P5,Estuário e Manguezal,Sedimento,Agosto/2022,-8.683,-35.102,DDTs,ng_g_ps,op_DDE,0
om5426,P6,Estuário e Manguezal,Sedimento,Agosto/2022,-8.727,-35.096,DDTs,ng_g_ps,op_DDE,0
om5392,P11,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.766,-35.093,DDTs,ng_g_ps,op_DDE,0
om5393,P12,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.762,-35.099,DDTs,ng_g_ps,op_DDE,0
om5394,P13,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.783,-35.097,DDTs,ng_g_ps,op_DDE,0
om5401,P10,Estuário e Manguezal,Sedimento,Agosto/2022,-8.788,-35.105,DDTs,ng_g_ps,op_DDE,0
om5402,P9,Estuário e Manguezal,Sedimento,Agosto/2022,-8.784,-35.106,DDTs,ng_g_ps,op_DDE,0
om5421,P1,Estuário e Manguezal,Sedimento,Agosto/2022,-8.672,-35.13,DDTs,ng_g_ps,pp_DDE,1
om5422,P2,Estuário e Manguezal,Sedimento,Agosto/2022,-8.638,-35.085111,DDTs,ng_g_ps,pp_DDE,0.31
om5423,P3,Estuário e Manguezal,Sedimento,Agosto/2022,-8.651,-35.085192,DDTs,ng_g_ps,pp_DDE,0.07
om5424,P4,Estuário e Manguezal,Sedimento,Agosto/2022,-8.682,-35.114,DDTs,ng_g_ps,pp_DDE,0.07
om5425,P5,Estuário e Manguezal,Sedimento,Agosto/2022,-8.683,-35.102,DDTs,ng_g_ps,pp_DDE,0.08
om5426,P6,Estuário e Manguezal,Sedimento,Agosto/2022,-8.727,-35.096,DDTs,ng_g_ps,pp_DDE,0.22
om5392,P11,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.766,-35.093,DDTs,ng_g_ps,pp_DDE,0
om5393,P12,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.762,-35.099,DDTs,ng_g_ps,pp_DDE,0.04
om5394,P13,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.783,-35.097,DDTs,ng_g_ps,pp_DDE,0
om5401,P10,Estuário e Manguezal,Sedimento,Agosto/2022,-8.788,-35.105,DDTs,ng_g_ps,pp_DDE,0.05
om5402,P9,Estuário e Manguezal,Sedimento,Agosto/2022,-8.784,-35.106,DDTs,ng_g_ps,pp_DDE,0
om5421,P1,Estuário e Manguezal,Sedimento,Agosto/2022,-8.672,-35.13,DDTs,ng_g_ps,ddts,1
om5422,P2,Estuário e Manguezal,Sedimento,Agosto/2022,-8.638,-35.085111,DDTs,ng_g_ps,ddts,0.28
om5423,P3,Estuário e Manguezal,Sedimento,Agosto/2022,-8.651,-35.085192,DDTs,ng_g_ps,ddts,0.04
om5424,P4,Estuário e Manguezal,Sedimento,Agosto/2022,-8.682,-35.114,DDTs,ng_g_ps,ddts,0.14
om5425,P5,Estuário e Manguezal,Sedimento,Agosto/2022,-8.683,-35.102,DDTs,ng_g_ps,ddts,0.12
om5426,P6,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.727,-35.096,DDTs,ng_g_ps,ddts,0.28
om5392,P11,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.766,-35.093,DDTs,ng_g_ps,ddts,0
om5393,P12,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.762,-35.099,DDTs,ng_g_ps,ddts,0.12
om5394,P13,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.783,-35.097,DDTs,ng_g_ps,ddts,0
om5401,P10,Estuário e Manguezal,Sedimento,Agosto/2022,-8.788,-35.105,DDTs,ng_g_ps,ddts,0.03
om5402,P9,Estuário e Manguezal,Sedimento,Agosto/2022,-8.784,-35.106,DDTs,ng_g_ps,ddts,0
OM06338,P1,Estuário e Manguezal,Sedimento,Agosto/2022,-8.672,-35.13,PCBs,ng_g_ps,mono_pcbs,0
OM06339,P2,Estuário e Manguezal,Sedimento,Agosto/2022,-8.638,-35.085111,PCBs,ng_g_ps,mono_pcbs,0
OM06340,P3,Estuário e Manguezal,Sedimento,Agosto/2022,-8.651,-35.085192,PCBs,ng_g_ps,mono_pcbs,0
OM06341,P4,Estuário e Manguezal,Sedimento,Agosto/2022,-8.682,-35.114,PCBs,ng_g_ps,mono_pcbs,0
OM06342,P5,Estuário e Manguezal,Sedimento,Agosto/2022,-8.683,-35.102,PCBs,ng_g_ps,mono_pcbs,0
OM06343,P6,Estuário e Manguezal,Sedimento,Agosto/2022,-8.727,-35.096,PCBs,ng_g_ps,mono_pcbs,0
om5392,P11,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.766,-35.093,PCBs,ng_g_ps,mono_pcbs,0
om5393,P12,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.762,-35.099,PCBs,ng_g_ps,mono_pcbs,0
om5394,P13,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.783,-35.097,PCBs,ng_g_ps,mono_pcbs,0
OM06555,P10,Estuário e Manguezal,Sedimento,Agosto/2022,-8.788,-35.105,PCBs,ng_g_ps,mono_pcbs,0
OM06556,P9,Estuário e Manguezal,Sedimento,Agosto/2022,-8.784,-35.106,PCBs,ng_g_ps,mono_pcbs,0
OM06338,P1,Estuário e Manguezal,Sedimento,Agosto/2022,-8.672,-35.13,PCBs,ng_g_ps,di_pcbs,0
OM06339,P2,Estuário e Manguezal,Sedimento,Agosto/2022,-8.638,-35.085111,PCBs,ng_g_ps,di_pcbs,0
OM06340,P3,Estuário e Manguezal,Sedimento,Agosto/2022,-8.651,-35.085192,PCBs,ng_g_ps,di_pcbs,0
OM06341,P4,Estuário e Manguezal,Sedimento,Agosto/2022,-8.682,-35.114,PCBs,ng_g_ps,di_pcbs,0
OM06342,P5,Estuário e Manguezal,Sedimento,Agosto/2022,-8.683,-35.102,PCBs,ng_g_ps,di_pcbs,0
OM06343,P6,Estuário e Manguezal,Sedimento,Agosto/2022,-8.727,-35.096,PCBs,ng_g_ps,di_pcbs,0
om5392,P11,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.766,-35.093,PCBs,ng_g_ps,di_pcbs,0
om5393,P12,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.762,-35.099,PCBs,ng_g_ps,di_pcbs,0
om5394,P13,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.783,-35.097,PCBs,ng_g_ps,di_pcbs,0
OM06555,P10,Estuário e Manguezal,Sedimento,Agosto/2022,-8.788,-35.105,PCBs,ng_g_ps,di_pcbs,0
OM06556,P9,Estuário e Manguezal,Sedimento,Agosto/2022,-8.784,-35.106,PCBs,ng_g_ps,di_pcbs,0
OM06338,P1,Estuário e Manguezal,Sedimento,Agosto/2022,-8.672,-35.13,PCBs,ng_g_ps,tri_pcbs,0
OM06339,P2,Estuário e Manguezal,Sedimento,Agosto/2022,-8.638,-35.085111,PCBs,ng_g_ps,tri_pcbs,0
OM06340,P3,Estuário e Manguezal,Sedimento,Agosto/2022,-8.651,-35.085192,PCBs,ng_g_ps,tri_pcbs,0
OM06341,P4,Estuário e Manguezal,Sedimento,Agosto/2022,-8.682,-35.114,PCBs,ng_g_ps,tri_pcbs,0
OM06342,P5,Estuário e Manguezal,Sedimento,Agosto/2022,-8.683,-35.102,PCBs,ng_g_ps,tri_pcbs,0
OM06343,P6,Estuário e Manguezal,Sedimento,Agosto/2022,-8.727,-35.096,PCBs,ng_g_ps,tri_pcbs,0
om5392,P11,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.766,-35.093,PCBs,ng_g_ps,tri_pcbs,0
om5393,P12,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.762,-35.099,PCBs,ng_g_ps,tri_pcbs,0
om5394,P13,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.783,-35.097,PCBs,ng_g_ps,tri_pcbs,0
OM06555,P10,Estuário e Manguezal,Sedimento,Agosto/2022,-8.788,-35.105,PCBs,ng_g_ps,tri_pcbs,0
OM06556,P9,Estuário e Manguezal,Sedimento,Agosto/2022,-8.784,-35.106,PCBs,ng_g_ps,tri_pcbs,0
OM06338,P1,Estuário e Manguezal,Sedimento,Agosto/2022,-8.672,-35.13,PCBs,ng_g_ps,tetra_pcbs,0
OM06339,P2,Estuário e Manguezal,Sedimento,Agosto/2022,-8.638,-35.085111,PCBs,ng_g_ps,tetra_pcbs,0
OM06340,P3,Estuário e Manguezal,Sedimento,Agosto/2022,-8.651,-35.085192,PCBs,ng_g_ps,tetra_pcbs,0
OM06341,P4,Estuário e Manguezal,Sedimento,Agosto/2022,-8.682,-35.114,PCBs,ng_g_ps,tetra_pcbs,0
OM06342,P5,Estuário e Manguezal,Sedimento,Agosto/2022,-8.683,-35.102,PCBs,ng_g_ps,tetra_pcbs,0
OM06343,P6,Estuário e Manguezal,Sedimento,Agosto/2022,-8.727,-35.096,PCBs,ng_g_ps,tetra_pcbs,0
om5392,P11,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.766,-35.093,PCBs,ng_g_ps,tetra_pcbs,0
om5393,P12,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.762,-35.099,PCBs,ng_g_ps,tetra_pcbs,0
om5394,P13,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.783,-35.097,PCBs,ng_g_ps,tetra_pcbs,0
OM06555,P10,Estuário e Manguezal,Sedimento,Agosto/2022,-8.788,-35.105,PCBs,ng_g_ps,tetra_pcbs,0
OM06556,P9,Estuário e Manguezal,Sedimento,Agosto/2022,-8.784,-35.106,PCBs,ng_g_ps,tetra_pcbs,0
OM06338,P1,Estuário e Manguezal,Sedimento,Agosto/2022,-8.672,-35.13,PCBs,ng_g_ps,penta_pcbs,0.86
OM06339,P2,Estuário e Manguezal,Sedimento,Agosto/2022,-8.638,-35.085111,PCBs,ng_g_ps,penta_pcbs,1
OM06340,P3,Estuário e Manguezal,Sedimento,Agosto/2022,-8.651,-35.085192,PCBs,ng_g_ps,penta_pcbs,0.43
OM06341,P4,Estuário e Manguezal,Sedimento,Agosto/2022,-8.682,-35.114,PCBs,ng_g_ps,penta_pcbs,0.43
OM06342,P5,Estuário e Manguezal,Sedimento,Agosto/2022,-8.683,-35.102,PCBs,ng_g_ps,penta_pcbs,0.43
OM06343,P6,Estuário e Manguezal,Sedimento,Agosto/2022,-8.727,-35.096,PCBs,ng_g_ps,penta_pcbs,0.43
om5392,P11,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.766,-35.093,PCBs,ng_g_ps,penta_pcbs,0
om5393,P12,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.762,-35.099,PCBs,ng_g_ps,penta_pcbs,0
om5394,P13,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.783,-35.097,PCBs,ng_g_ps,penta_pcbs,0.43
OM06555,P10,Estuário e Manguezal,Sedimento,Agosto/2022,-8.788,-35.105,PCBs,ng_g_ps,penta_pcbs,0
OM06556,P9,Estuário e Manguezal,Sedimento,Agosto/2022,-8.784,-35.106,PCBs,ng_g_ps,penta_pcbs,0
OM06338,P1,Estuário e Manguezal,Sedimento,Agosto/2022,-8.672,-35.13,PCBs,ng_g_ps,hexa_pcbs,0
OM06339,P2,Estuário e Manguezal,Sedimento,Agosto/2022,-8.638,-35.085111,PCBs,ng_g_ps,hexa_pcbs,0
OM06340,P3,Estuário e Manguezal,Sedimento,Agosto/2022,-8.651,-35.085192,PCBs,ng_g_ps,hexa_pcbs,0
OM06341,P4,Estuário e Manguezal,Sedimento,Agosto/2022,-8.682,-35.114,PCBs,ng_g_ps,hexa_pcbs,0.75
OM06342,P5,Estuário e Manguezal,Sedimento,Agosto/2022,-8.683,-35.102,PCBs,ng_g_ps,hexa_pcbs,1
OM06343,P6,Estuário e Manguezal,Sedimento,Agosto/2022,-8.727,-35.096,PCBs,ng_g_ps,hexa_pcbs,0
om5392,P11,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.766,-35.093,PCBs,ng_g_ps,hexa_pcbs,0
om5393,P12,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.762,-35.099,PCBs,ng_g_ps,hexa_pcbs,0
om5394,P13,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.783,-35.097,PCBs,ng_g_ps,hexa_pcbs,0
OM06555,P10,Estuário e Manguezal,Sedimento,Agosto/2022,-8.788,-35.105,PCBs,ng_g_ps,hexa_pcbs,0
OM06556,P9,Estuário e Manguezal,Sedimento,Agosto/2022,-8.784,-35.106,PCBs,ng_g_ps,hexa_pcbs,0
OM06338,P1,Estuário e Manguezal,Sedimento,Agosto/2022,-8.672,-35.13,PCBs,ng_g_ps,hepta_pcbs,0
OM06339,P2,Estuário e Manguezal,Sedimento,Agosto/2022,-8.638,-35.085111,PCBs,ng_g_ps,hepta_pcbs,1
OM06340,P3,Estuário e Manguezal,Sedimento,Agosto/2022,-8.651,-35.085192,PCBs,ng_g_ps,hepta_pcbs,1
OM06341,P4,Estuário e Manguezal,Sedimento,Agosto/2022,-8.682,-35.114,PCBs,ng_g_ps,hepta_pcbs,1
OM06342,P5,Estuário e Manguezal,Sedimento,Agosto/2022,-8.683,-35.102,PCBs,ng_g_ps,hepta_pcbs,0
OM06343,P6,Estuário e Manguezal,Sedimento,Agosto/2022,-8.727,-35.096,PCBs,ng_g_ps,hepta_pcbs,0
om5392,P11,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.766,-35.093,PCBs,ng_g_ps,hepta_pcbs,1
om5393,P12,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.762,-35.099,PCBs,ng_g_ps,hepta_pcbs,0
om5394,P13,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.783,-35.097,PCBs,ng_g_ps,hepta_pcbs,0
OM06555,P10,Estuário e Manguezal,Sedimento,Agosto/2022,-8.788,-35.105,PCBs,ng_g_ps,hepta_pcbs,0
OM06556,P9,Estuário e Manguezal,Sedimento,Agosto/2022,-8.784,-35.106,PCBs,ng_g_ps,hepta_pcbs,0
OM06338,P1,Estuário e Manguezal,Sedimento,Agosto/2022,-8.672,-35.13,PCBs,ng_g_ps,octa_pcbs,0
OM06339,P2,Estuário e Manguezal,Sedimento,Agosto/2022,-8.638,-35.085111,PCBs,ng_g_ps,octa_pcbs,0
OM06340,P3,Estuário e Manguezal,Sedimento,Agosto/2022,-8.651,-35.085192,PCBs,ng_g_ps,octa_pcbs,0
OM06341,P4,Estuário e Manguezal,Sedimento,Agosto/2022,-8.682,-35.114,PCBs,ng_g_ps,octa_pcbs,0
OM06342,P5,Estuário e Manguezal,Sedimento,Agosto/2022,-8.683,-35.102,PCBs,ng_g_ps,octa_pcbs,0
OM06343,P6,Estuário e Manguezal,Sedimento,Agosto/2022,-8.727,-35.096,PCBs,ng_g_ps,octa_pcbs,0
om5392,P11,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.766,-35.093,PCBs,ng_g_ps,octa_pcbs,0
om5393,P12,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.762,-35.099,PCBs,ng_g_ps,octa_pcbs,0
om5394,P13,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.783,-35.097,PCBs,ng_g_ps,octa_pcbs,0
OM06555,P10,Estuário e Manguezal,Sedimento,Agosto/2022,-8.788,-35.105,PCBs,ng_g_ps,octa_pcbs,0
OM06556,P9,Estuário e Manguezal,Sedimento,Agosto/2022,-8.784,-35.106,PCBs,ng_g_ps,octa_pcbs,0
OM06338,P1,Estuário e Manguezal,Sedimento,Agosto/2022,-8.672,-35.13,PCBs,ng_g_ps,nona_pcbs,0
OM06339,P2,Estuário e Manguezal,Sedimento,Agosto/2022,-8.638,-35.085111,PCBs,ng_g_ps,nona_pcbs,0
OM06340,P3,Estuário e Manguezal,Sedimento,Agosto/2022,-8.651,-35.085192,PCBs,ng_g_ps,nona_pcbs,0
OM06341,P4,Estuário e Manguezal,Sedimento,Agosto/2022,-8.682,-35.114,PCBs,ng_g_ps,nona_pcbs,0
OM06342,P5,Estuário e Manguezal,Sedimento,Agosto/2022,-8.683,-35.102,PCBs,ng_g_ps,nona_pcbs,0
OM06343,P6,Estuário e Manguezal,Sedimento,Agosto/2022,-8.727,-35.096,PCBs,ng_g_ps,nona_pcbs,0
om5392,P11,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.766,-35.093,PCBs,ng_g_ps,nona_pcbs,0
om5393,P12,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.762,-35.099,PCBs,ng_g_ps,nona_pcbs,0
om5394,P13,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.783,-35.097,PCBs,ng_g_ps,nona_pcbs,0
OM06555,P10,Estuário e Manguezal,Sedimento,Agosto/2022,-8.788,-35.105,PCBs,ng_g_ps,nona_pcbs,0
OM06556,P9,Estuário e Manguezal,Sedimento,Agosto/2022,-8.784,-35.106,PCBs,ng_g_ps,nona_pcbs,0
OM06338,P1,Estuário e Manguezal,Sedimento,Agosto/2022,-8.672,-35.13,PCBs,ng_g_ps,deca_pcbs,0
OM06339,P2,Estuário e Manguezal,Sedimento,Agosto/2022,-8.638,-35.085111,PCBs,ng_g_ps,deca_pcbs,0
OM06340,P3,Estuário e Manguezal,Sedimento,Agosto/2022,-8.651,-35.085192,PCBs,ng_g_ps,deca_pcbs,0
OM06341,P4,Estuário e Manguezal,Sedimento,Agosto/2022,-8.682,-35.114,PCBs,ng_g_ps,deca_pcbs,0
OM06342,P5,Estuário e Manguezal,Sedimento,Agosto/2022,-8.683,-35.102,PCBs,ng_g_ps,deca_pcbs,0
OM06343,P6,Estuário e Manguezal,Sedimento,Agosto/2022,-8.727,-35.096,PCBs,ng_g_ps,deca_pcbs,0
om5392,P11,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.766,-35.093,PCBs,ng_g_ps,deca_pcbs,0
om5393,P12,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.762,-35.099,PCBs,ng_g_ps,deca_pcbs,0
om5394,P13,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.783,-35.097,PCBs,ng_g_ps,deca_pcbs,0
OM06555,P10,Estuário e Manguezal,Sedimento,Agosto/2022,-8.788,-35.105,PCBs,ng_g_ps,deca_pcbs,0
OM06556,P9,Estuário e Manguezal,Sedimento,Agosto/2022,-8.784,-35.106,PCBs,ng_g_ps,deca_pcbs,0
OM06338,P1,Estuário e Manguezal,Sedimento,Agosto/2022,-8.672,-35.13,PCBs,ng_g_ps,total_pcbs,0.75
OM06339,P2,Estuário e Manguezal,Sedimento,Agosto/2022,-8.638,-35.085111,PCBs,ng_g_ps,total_pcbs,0.88
OM06340,P3,Estuário e Manguezal,Sedimento,Agosto/2022,-8.651,-35.085192,PCBs,ng_g_ps,total_pcbs,0.38
OM06341,P4,Estuário e Manguezal,Sedimento,Agosto/2022,-8.682,-35.114,PCBs,ng_g_ps,total_pcbs,0.75
OM06342,P5,Estuário e Manguezal,Sedimento,Agosto/2022,-8.683,-35.102,PCBs,ng_g_ps,total_pcbs,1
OM06343,P6,Estuário e Manguezal,Sedimento,Agosto/2022,-8.727,-35.096,PCBs,ng_g_ps,total_pcbs,0.38
om5392,P11,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.766,-35.093,PCBs,ng_g_ps,total_pcbs,0.38
om5393,P12,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.762,-35.099,PCBs,ng_g_ps,total_pcbs,0
om5394,P13,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.783,-35.097,PCBs,ng_g_ps,total_pcbs,0.38
OM06555,P10,Estuário e Manguezal,Sedimento,Agosto/2022,-8.788,-35.105,PCBs,ng_g_ps,total_pcbs,0
OM06556,P9,Estuário e Manguezal,Sedimento,Agosto/2022,-8.784,-35.106,PCBs,ng_g_ps,total_pcbs,0
OM05421,P1,Estuário e Manguezal,Sedimento,Agosto/2022,-8.672,-35.13,LABs,ng_g_ps,total_labs,1
OM05422,P2,Estuário e Manguezal,Sedimento,Agosto/2022,-8.638,-35.085111,LABs,ng_g_ps,total_labs,0.06
OM05423,P3,Estuário e Manguezal,Sedimento,Agosto/2022,-8.651,-35.085192,LABs,ng_g_ps,total_labs,0.01
OM05424,P4,Estuário e Manguezal,Sedimento,Agosto/2022,-8.682,-35.114,LABs,ng_g_ps,total_labs,0.02
OM05425,P5,Estuário e Manguezal,Sedimento,Agosto/2022,-8.683,-35.102,LABs,ng_g_ps,total_labs,0
OM05426,P6,Estuário e Manguezal,Sedimento,Agosto/2022,-8.727,-35.096,LABs,ng_g_ps,total_labs,0.07
OM05392,P11,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.766,-35.093,LABs,ng_g_ps,total_labs,0.03
OM05393,P12,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.762,-35.099,LABs,ng_g_ps,total_labs,0.02
OM05394,P13,Baía e Recifes de Corais,Sedimento,Agosto/2022,-8.783,-35.097,LABs,ng_g_ps,total_labs,0
OM05401,P10,Estuário e Manguezal,Sedimento,Agosto/2022,-8.788,-35.105,LABs,ng_g_ps,total_labs,0
OM05402,P9,Estuário e Manguezal,Sedimento,Agosto/2022,-8.784,-35.106,LABs,ng_g_ps,total_labs,0
OM05696,P1,Estuário e Manguezal,Sedimento,Fevereiro/2023,-8.672,-35.13,HPAs,ng_g_ps,naftaleno,1
OM05697,P2,Estuário e Manguezal,Sedimento,Fevereiro/2023,-8.638,-35.085111,HPAs,ng_g_ps,naftaleno,0.79
OM05698,P3,Estuário e Manguezal,Sedimento,Fevereiro/2023,-8.651,-35.085192,HPAs,ng_g_ps,naftaleno,0.8
OM05699,P4,Estuário e Manguezal,Sedimento,Fevereiro/2023,-8.682,-35.114,HPAs,ng_g_ps,naftaleno,0.23
OM05700,P5,Estuário e Manguezal,Sedimento,Fevereiro/2023,-8.683,-35.102,HPAs,ng_g_ps,naftaleno,0.66
OM05723,P6,Estuário e Manguezal,Sedimento,Fevereiro/2023,-8.727,-35.096,HPAs,ng_g_ps,naftaleno,0.62
OM05694,P10,Estuário e Manguezal,Sedimento,Fevereiro/2023,-8.788,-35.105,HPAs,ng_g_ps,naftaleno,0.19
OM05695,P9,Estuário e Manguezal,Sedimento,Fevereiro/2023,-8.784,-35.106,HPAs,ng_g_ps,naftaleno,0.24
OM05696,P1,Estuário e Manguezal,Sedimento,Fevereiro/2023,-8.672,-35.13,HPAs,ng_g_ps,c1_naftaleno,0.23
OM05697,P2,Estuário e Manguezal,Sedimento,Fevereiro/2023,-8.638,-35.085111,HPAs,ng_g_ps,c1_naftaleno,0.22
OM05698,P3,Estuário e Manguezal,Sedimento,Fevereiro/2023,-8.651,-35.085192,HPAs,ng_g_ps,c1_naftaleno,0.12
OM05699,P4,Estuário e Manguezal,Sedimento,Fevereiro/2023,-8.682,-35.114,HPAs,ng_g_ps,c1_naftaleno,0.03
OM05700,P5,Estuário e Manguezal,Sedimento,Fevereiro/2023,-8.683,-35.102,HPAs,ng_g_ps,c1_naftaleno,0.09
OM05723,P6,Estuário e Manguezal,Sedimento,Fevereiro/2023,-8.727,-35.096,HPAs,ng_g_ps,c1_naftaleno,1
OM05694,P10,Estuário e Manguezal,Sedimento,Fevereiro/2023,-8.788,-35.105,HPAs,ng_g_ps,c1_naftaleno,0.03
OM05695,P9,Estuário e Manguezal,Sedimento,Fevereiro/2023,-8.784,-35.106,HPAs,ng_g_ps,c1_naftaleno,0.04
OM05696,P1,Estuário e Manguezal,Sedimento,Fevereiro/2023,-8.672,-35.13,HPAs,ng_g_ps,c2_naftaleno,0.29
OM05697,P2,Estuário e Manguezal,Sedimento,Fevereiro/2023,-8.638,-35.085111,HPAs,ng_g_ps,c2_naftaleno,0.38
OM05698,P3,Estuário e Manguezal,Sedimento,Fevereiro/2023,-8.651,-35.085192,HPAs,ng_g_ps,c2_naftaleno,0.2
